% Using data from: data/PS3.json
@relation "mc_scores"

@attribute "mc_title" string
@attribute "platform" string
@attribute "1UP" real
@attribute "3DJuegos" real
@attribute "4Players.de" real
@attribute "9Lives" real
@attribute "Absolute_Games" real
@attribute "AceGamez" real
@attribute "ActionTrip" real
@attribute "Adventure_Gamers" real
@attribute "Armchair_Empire" real
@attribute "AtomicGamer" real
@attribute "AusGamers" real
@attribute "BigPond_GameArena" real
@attribute "Boomtown" real
@attribute "CD-Action" real
@attribute "Canadian_Online_Gamers" real
@attribute "Cheat_Code_Central" real
@attribute "Computer_Games_Online_RO" real
@attribute "Computer_and_Video_Games" real
@attribute "Console_Gameworld" real
@attribute "Console_Monster" real
@attribute "Cynamite" real
@attribute "D+PAD_Magazine" real
@attribute "Da_Gameboyz" real
@attribute "DailyGame" real
@attribute "DarkStation" real
@attribute "DarkZero" real
@attribute "Deeko" real
@attribute "Destructoid" real
@attribute "Detroit_Free_Press" real
@attribute "Digital_Chumps" real
@attribute "Digital_Entertainment_News" real
@attribute "Digital_Spy" real
@attribute "EGM" real
@attribute "Edge_Magazine" real
@attribute "Electronic_Gaming_Monthly" real
@attribute "Eurogamer" real
@attribute "Eurogamer_Germany" real
@attribute "Eurogamer_Italy" real
@attribute "Eurogamer_Portugal" real
@attribute "Eurogamer_Spain" real
@attribute "Eurogamer_Sweden" real
@attribute "Everyeye.it" real
@attribute "Extreme_Gamer" real
@attribute "G4_TV" real
@attribute "GRYOnline.pl" real
@attribute "Game_Almighty" real
@attribute "Game_Chronicles" real
@attribute "Game_Informer" real
@attribute "Game_Over_Online" real
@attribute "Game_Positive" real
@attribute "Game_Revolution" real
@attribute "GameBrink" real
@attribute "GameCritics" real
@attribute "GameDaily" real
@attribute "GameFocus" real
@attribute "GameFront" real
@attribute "GameOver.gr" real
@attribute "GamePro" real
@attribute "GameShark" real
@attribute "GameSpot" real
@attribute "GameSpy" real
@attribute "GameTap" real
@attribute "GameTrailers" real
@attribute "GameZone" real
@attribute "Gameblog.fr" real
@attribute "Gamekult" real
@attribute "Gameplanet" real
@attribute "Gameplayer" real
@attribute "Gameplayer_Sweden" real
@attribute "Gamer_2.0" real
@attribute "Gamer_Limit" real
@attribute "Gamer's_Hell" real
@attribute "Gamer.nl" real
@attribute "Gamer.no" real
@attribute "GamerNode" real
@attribute "Gamereactor_Denmark" real
@attribute "Gamereactor_Sweden" real
@attribute "Gamers'_Temple" real
@attribute "Gamers.at" real
@attribute "Gamervision" real
@attribute "Games_Master_UK" real
@attribute "Games.cz" real
@attribute "GamesBeat" real
@attribute "GamesNation" real
@attribute "GamesRadar" real
@attribute "Gamestyle" real
@attribute "Gaming_Age" real
@attribute "Gaming_Horizon" real
@attribute "Gaming_Illustrated" real
@attribute "Gaming_Nexus" real
@attribute "Gaming_Target" real
@attribute "GamingExcellence" real
@attribute "GamingTrend" real
@attribute "GamingXP" real
@attribute "Giant_Bomb" real
@attribute "GotNext" real
@attribute "Guardian" real
@attribute "Hardcore_Gamer_Magazine" real
@attribute "HellBored" real
@attribute "Hyper_Magazine" real
@attribute "IC-Games" real
@attribute "IGN" real
@attribute "IGN_AU" real
@attribute "IGN_Italia" real
@attribute "IGN_UK" real
@attribute "Impulsegamer" real
@attribute "IncGamers" real
@attribute "InsideGamer.nl" real
@attribute "JeuxActu" real
@attribute "Jolt_Online_Gaming_UK" real
@attribute "Joystiq" real
@attribute "Just_RPG" real
@attribute "Kikizo" real
@attribute "Kombo" real
@attribute "LEVEL_(Czech_Republic)" real
@attribute "LaPS3" real
@attribute "Lazygamer" real
@attribute "Level7.nu" real
@attribute "LevelUp" real
@attribute "MEGamers" real
@attribute "Machinima" real
@attribute "Maxi_Consolas_(Portugal)" real
@attribute "Meristation" real
@attribute "Metro_GameCentral" real
@attribute "Multiplayer.it" real
@attribute "My_Gamer" real
@attribute "NTSC-uk" real
@attribute "NZGamer" real
@attribute "Next_Level_Gaming" real
@attribute "NowGamer" real
@attribute "Official_PlayStation_Magazine_Benelux" real
@attribute "Official_Playstation_2_Magazine_UK" real
@attribute "Official_U.S._Playstation_Magazine" real
@attribute "Operation_Sports" real
@attribute "PALGN" real
@attribute "PGNx_Media" real
@attribute "PS3bloggen.se" real
@attribute "PSFocus" real
@attribute "PSM_Magazine" real
@attribute "PSM3_Magazine_UK" real
@attribute "PSW_Magazine_UK" real
@attribute "PSX_Extreme" real
@attribute "PSX-Sense.nl" real
@attribute "PTGamers" real
@attribute "Pelit_(Finland)" real
@attribute "Play_Magazine" real
@attribute "Play_UK" real
@attribute "Play.tm" real
@attribute "PlayStation_LifeStyle" real
@attribute "Playstation_Official_Magazine_Australia" real
@attribute "Playstation_Official_Magazine_UK" real
@attribute "Playstation_Universe" real
@attribute "Playstation:_The_Official_Magazine_(US)" real
@attribute "Polygon" real
@attribute "Post_Arcade_(National_Post)" real
@attribute "Pure_Magazine_UK" real
@attribute "Push_Square" real
@attribute "Quarter_to_Three" real
@attribute "RPG_Fan" real
@attribute "RPGamer" real
@attribute "RealGamer" real
@attribute "Riot_Pixels" real
@attribute "SpazioGames" real
@attribute "Strategy_Informer" real
@attribute "Sydney_Morning_Herald" real
@attribute "Telegraph" real
@attribute "The_A.V._Club" real
@attribute "The_Digital_Fix" real
@attribute "The_Escapist" real
@attribute "The_Globe_and_Mail_(Toronto)" real
@attribute "The_New_York_Times" real
@attribute "TheSixthAxis" real
@attribute "Thunderbolt" real
@attribute "Toronto_Sun" real
@attribute "Total_Video_Games" real
@attribute "TotalPlayStation" real
@attribute "UGO" real
@attribute "VGPub" real
@attribute "Vandal_Online" real
@attribute "Variety" real
@attribute "Video_Game_Talk" real
@attribute "VideoGamer" real
@attribute "Videogameszone.de" real
@attribute "WHAM!_Gaming" real
@attribute "Wired" real
@attribute "WonderwallWeb" real
@attribute "Worth_Playing" real
@attribute "XGN" real
@attribute "Xbox_World_360_Magazine_UK" real
@attribute "Yahoo!_Games" real
@attribute "ZTGD" real
@attribute "eToychest" real
@attribute "games(TM)" real
@attribute "netjak" real
@attribute "mc_score" real

@data
"Prince of Persia","PS3",83,90,?,?,?,90,?,?,?,90,?,?,?,?,?,96,?,?,?,?,80,?,?,79,?,60,?,95,?,?,?,?,?,?,80,?,?,?,80,?,?,?,92,60,?,?,?,88,?,80,75,?,?,90,85,?,?,100,91,80,90,?,87,90,?,?,65,90,?,82,?,85,?,?,80,?,?,87,?,90,71,?,?,?,80,?,?,?,?,?,?,86,?,87,?,?,?,?,?,?,?,93,87,?,94,?,?,85,?,?,?,?,?,?,?,?,?,70,?,94,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,90,?,?,68,?,91,?,?,?,?,83,?,?,90,80,90,90,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,70,?,?,?,92,85,80,90,?,?,70,?,93,?,?,?,89,?,?,?,85
"The Lord of the Rings: Conquest","PS3",?,70,?,?,?,50,?,?,?,?,?,?,?,?,?,72,?,?,?,35,70,20,?,?,70,40,?,?,?,?,?,?,?,20,?,?,?,?,?,?,?,?,?,60,?,?,?,48,55,60,50,?,?,70,?,?,?,?,?,65,50,?,?,?,?,?,?,65,?,?,?,?,?,?,?,?,?,?,59,?,66,?,?,?,?,?,?,?,?,?,?,50,?,?,?,?,?,?,?,?,?,70,?,?,60,?,?,50,?,?,?,?,?,?,?,?,?,50,?,75,?,?,?,?,66,?,?,67,?,?,?,?,?,?,?,?,50,?,?,20,?,59,?,?,?,?,52,50,?,50,50,50,50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,40,?,?,?,75,30,?,60,?,?,50,?,60,?,?,?,60,?,?,?,54
"Leisure Suit Larry: Box Office Bust","PS3",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,15,?,?,?,?,20,?,?,?,?,?,?,?,?,?,?,?,?,10,?,?,?,?,?,?,?,19,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,20,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14,?,?,?,?,?,?,24,?,?,10,10,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,10,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17
"Heroes Over Europe","PS3",?,70,?,72,?,?,?,?,?,?,?,?,?,?,?,72,?,?,?,?,80,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,65,?,?,42,?,?,?,?,?,?,80,58,50,?,?,?,?,?,?,?,?,?,54,?,?,50,?,?,?,?,?,?,?,?,?,?,67,?,?,58,?,?,?,?,?,?,80,?,?,?,?,?,?,?,60,75,?,?,?,?,45,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,63,?,69,?,77,?,?,?,?,48,40,?,70,60,?,70,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,65,?,?,60,?,?,?,?,?,63,?,?,70,?,40,?,62
"Valkyria Chronicles","PS3",91,87,?,?,95,90,?,?,?,?,?,85,?,?,?,84,?,?,?,85,?,80,?,?,?,90,?,85,?,?,?,?,?,70,?,80,?,?,?,?,?,?,89,80,?,?,?,85,?,?,83,?,80,80,90,?,?,?,100,85,90,?,91,92,?,?,?,85,?,94,?,?,90,?,?,?,?,?,?,90,84,?,?,?,?,80,100,?,?,?,89,?,?,83,?,?,?,?,?,?,?,90,91,?,?,87,?,?,?,?,?,?,?,80,90,?,?,80,?,?,?,?,85,?,?,?,?,80,?,?,?,?,?,?,85,?,80,?,?,85,?,88,?,85,?,?,82,86,?,80,80,95,90,?,?,?,?,?,95,100,?,?,?,?,?,?,?,?,?,?,?,80,100,?,?,?,?,?,?,?,?,?,?,?,?,89,94,?,?,?,90,?,90,?,86
"The History Channel: Battle for the Pacific","PS3",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,25,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,45,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,30,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,30,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,30,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,36
"Alpha Protocol","PS3",83,80,?,?,?,?,?,?,?,68,?,?,?,?,?,86,?,?,?,50,80,60,?,?,?,?,?,?,?,64,?,?,?,50,?,?,?,60,70,?,?,?,65,?,?,?,?,65,?,?,67,?,?,70,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,65,?,60,?,?,70,?,?,?,?,84,?,?,?,?,?,50,?,?,?,42,65,?,?,60,?,?,80,?,?,?,63,?,?,?,70,?,55,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,63,?,56,?,58,?,?,?,?,83,?,70,50,60,60,70,?,?,?,?,?,73,?,65,?,?,65,?,?,50,?,40,?,?,80,?,?,?,?,?,?,84,?,?,60,?,?,?,?,?,50,?,?,65,?,?,?,64
"Backbreaker","PS3",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,56,?,?,?,?,65,?,?,?,?,?,?,?,?,54,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,50,?,?,33,?,?,?,70,?,?,?,42,55,?,?,?,50,?,?,?,?,?,?,?,?,?,?,?,?,?,56,?,?,70,?,?,?,?,?,42,?,?,?,?,?,?,?,?,?,?,60,?,?,?,50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,65,?,68,?,?,?,?,70,?,70,70,70,?,50,?,?,?,?,?,?,?,?,?,?,85,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,58
"The Chronicles of Riddick: Assault on Dark Athena","PS3",67,83,?,?,70,?,?,?,70,?,?,?,?,?,?,90,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,80,70,?,?,?,?,?,?,?,95,?,70,?,?,?,80,?,?,?,90,75,70,?,?,?,78,?,?,80,?,?,86,?,?,?,?,?,?,?,?,85,?,87,?,?,?,?,?,91,?,?,?,?,85,?,?,?,?,?,?,?,?,?,74,?,?,?,80,?,75,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,90,?,?,?,?,?,?,?,?,90,?,?,79,80,83,?,?,?,85,87,?,?,80,80,80,80,?,?,?,?,?,?,?,?,?,74,?,?,?,83,?,?,?,?,?,70,?,?,75,?,?,90,?,?,80,?,?,?,?,?,75,?,?,90,?,70,?,80
"Darksiders II","PS3",?,?,?,?,?,?,?,?,85,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,94,?,80,?,?,?,80,?,?,90,?,80,?,?,?,?,?,?,90,?,?,90,?,?,?,?,?,80,?,?,85,?,?,?,?,?,?,?,?,?,?,?,?,85,80,?,?,?,88,?,?,?,90,89,?,?,?,?,?,?,?,?,?,?,85,80,?,80,?,?,?,?,75,?,?,?,89,?,93,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,70,?,?,?,?,?,?,86,?,?,?,?,?,?,?,?,75,?,90,85,?,89,?,86,?,90,90,80,90,90,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,85,85,?,?,87,?,?,?,84
"Pinball Hall of Fame: The Williams Collection","PS3",?,?,?,?,?,?,?,?,?,81,?,?,?,?,?,88,?,?,?,?,?,?,85,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,74,?,?,?,?,?,?,?,75,?,?,?,?,?,?,?,83,80,?,?,?,87,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,91,?,?,?,?,63,?,?,?,?,?,80,?,?,?,85,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,83,?,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,85,?,?,?,?,?,?,?,82
"FIFA Soccer 09","PS3",?,91,?,?,?,90,?,?,?,?,?,90,80,?,?,88,89,?,?,93,90,?,?,?,?,90,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,?,80,?,?,?,80,85,?,?,?,?,?,85,?,?,?,83,85,90,?,87,84,?,?,90,?,?,?,?,?,90,?,?,?,?,?,?,90,?,?,?,?,?,?,?,?,?,?,?,?,?,91,?,?,?,?,?,?,?,86,?,?,89,?,?,?,?,89,?,?,?,?,?,?,?,?,?,?,?,90,?,?,?,?,?,90,?,?,?,?,?,?,?,?,?,?,?,83,?,89,?,90,?,?,87,?,?,90,90,85,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,90,90,?,90,?,?,?,?,?,?,90,?,?,?,?,88,?,?,?,91,?,?,?,87
"Disney Sing It","PS3",16,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,75,?,?,?,?,?,?,?,?,?,?,?,91,?,?,?,?,50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,?,25,?,?,?,?,?,?,?,?,?,?,?,?,?,?,62,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,54
"Stormrise","PS3",25,67,?,?,?,?,?,?,?,?,?,?,40,?,?,50,?,?,?,37,60,?,?,?,?,30,?,?,?,?,?,?,?,?,?,30,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,?,25,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,77,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,49,66,?,?,73,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,?,?,?,?,?,?,?,?,?,45,?,?,?,?,79,?,?,?,?,?,?,51,50,?,40,60,40,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,72,?,40,?,?,?,?,50,?,51
"DC Universe Online","PS3",42,?,?,?,?,?,?,?,?,?,?,?,?,?,?,88,?,?,?,75,?,70,?,?,60,?,?,?,?,?,?,?,?,?,?,60,?,70,70,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,72,?,40,60,75,70,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,70,70,?,?,?,79,?,?,?,60,?,?,?,?,?,?,?,?,75,40,?,60,?,?,?,?,70,?,?,?,71,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,78,?,?,85,?,?,?,?,?,?,70,?,?,71,?,74,?,?,?,?,?,?,80,?,80,70,70,75,80,?,?,?,?,?,?,?,?,?,70,50,?,60,42,?,80,?,?,90,60,?,?,30,?,?,?,?,?,?,?,?,?,?,?,75,?,?,?,?,60,?,67
"Wolfenstein","PS3",75,75,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,?,80,?,?,71,?,?,?,?,?,?,?,?,?,50,?,60,?,50,?,?,?,?,79,?,?,?,79,73,70,?,67,?,?,70,76,?,?,80,67,75,80,?,68,85,?,?,?,?,?,78,80,?,70,?,?,?,?,77,?,75,?,?,?,?,80,?,75,?,?,75,?,82,90,55,80,?,?,?,?,?,?,70,?,?,?,77,?,78,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,64,?,70,?,?,?,?,?,?,75,?,50,73,?,49,?,59,?,?,86,?,72,78,?,70,70,?,80,?,?,?,?,?,?,?,60,?,65,?,?,70,58,?,?,?,?,70,?,?,?,70,?,?,75,?,?,?,?,?,?,?,?,71,?,?,75,?,?,?,71
"Red Faction: Guerrilla","PS3",91,86,?,?,?,?,?,?,?,?,?,?,?,?,?,86,?,?,?,?,80,?,?,85,?,90,?,?,?,?,?,?,?,70,?,?,?,?,90,?,?,?,82,?,?,?,96,90,90,?,?,?,?,80,92,?,?,100,91,85,90,?,?,82,?,?,?,90,80,?,?,?,80,?,?,?,?,?,?,90,?,?,?,?,?,80,100,?,?,?,?,93,84,83,80,?,?,?,?,?,?,80,?,?,?,98,?,83,?,?,?,?,?,85,?,?,?,80,?,?,?,?,?,70,80,?,?,?,?,?,?,?,?,?,?,?,90,?,?,86,?,88,?,?,?,90,80,90,?,90,80,90,70,?,?,?,?,?,?,?,80,?,80,?,?,70,?,?,?,?,?,80,?,?,?,95,?,?,85,?,?,90,?,?,?,89,?,81,?,?,100,?,?,?,85
"Singularity","PS3",83,86,?,?,?,?,?,?,?,?,?,?,?,?,?,84,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,80,80,?,?,?,77,?,?,?,90,85,75,?,75,?,?,?,?,?,?,?,67,80,?,?,69,70,?,60,75,?,?,?,?,?,?,?,?,?,90,?,79,73,?,?,?,?,?,?,75,?,?,?,?,86,88,84,80,?,?,?,?,?,?,70,68,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,75,?,?,?,?,?,88,?,?,?,?,?,?,?,?,?,?,?,75,?,70,?,84,?,?,?,?,80,?,70,90,80,85,60,?,?,?,?,?,?,?,?,?,77,90,?,?,?,?,?,?,?,?,?,?,?,85,?,?,85,?,?,70,75,?,?,?,?,75,?,?,87,?,?,?,77
"PixelJunk Eden","PS3",83,?,?,?,?,?,?,?,?,?,?,?,80,?,?,90,?,?,?,?,?,?,?,?,99,?,?,90,?,?,?,?,?,70,?,70,?,?,?,?,?,?,?,?,?,?,95,?,?,?,?,?,?,?,81,?,?,80,?,70,?,?,84,?,?,?,80,?,?,89,?,?,80,?,75,?,?,72,?,80,77,?,?,?,?,?,83,?,?,?,?,?,?,?,?,?,?,80,?,?,?,84,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,76,?,?,?,75,?,?,67,?,?,?,70,90,?,?,?,?,?,?,?,?,?,?,?,?,?,?,83,?,?,?,?,90,70,?,?,80,?,?,?,?,?,80,?,?,?,?,?,?,?,?,95,?,80,?,80
"Fat Princess","PS3",83,84,?,83,?,?,?,?,?,?,?,?,?,?,?,86,?,70,?,75,?,?,88,?,?,?,?,90,?,?,?,?,?,70,?,60,?,?,?,70,?,80,85,?,?,?,?,?,?,?,?,?,?,?,92,?,?,90,?,75,80,?,84,?,?,?,75,?,?,77,93,?,60,?,?,?,?,?,?,78,85,?,?,?,?,?,91,?,?,?,?,93,82,84,80,?,?,?,?,?,?,90,?,?,?,?,?,?,?,?,?,?,?,90,70,?,?,70,?,?,?,?,90,60,?,?,?,75,?,?,?,?,?,?,?,?,80,?,?,75,?,85,?,?,84,90,60,85,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,82,?,?,67,?,?,?,?,90,?,?,?,85,?,?,90,?,?,60,?,?,?,90,?,75,?,?,80,?,?,?,79
"Conan","PS3",55,?,?,?,?,70,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,55,70,?,?,?,?,?,?,70,?,?,?,78,70,80,?,58,?,?,70,?,?,?,80,?,75,70,60,70,70,?,?,?,?,?,74,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,66,?,?,?,?,?,?,?,?,?,67,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,69,?,70,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,75,45,?,74,?,?,85,75,71,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,70,?,?,50,?,?,?,?,?,70,?,?,?,?,?,?,?,?,70,?,?,?,69
"Mirror's Edge","PS3",91,90,?,?,?,70,?,?,?,?,?,?,?,?,?,82,?,90,?,75,80,80,?,80,80,70,?,?,?,?,?,?,?,50,83,?,?,?,80,?,?,?,?,80,?,?,87,80,80,?,50,?,?,70,85,?,?,80,75,70,80,?,83,88,?,?,85,?,?,90,?,?,90,?,?,?,?,62,?,80,80,?,?,?,?,?,75,?,?,?,?,85,?,87,?,?,?,?,?,?,?,74,85,?,83,?,?,90,?,90,?,?,?,85,?,?,?,90,?,87,?,?,90,?,?,?,?,90,?,?,?,?,?,?,70,90,70,?,?,84,?,90,?,85,?,?,71,65,?,80,90,65,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,50,?,70,?,?,?,83,45,?,90,?,?,?,?,70,?,?,?,80,?,?,?,79
"Afrika","PS3",67,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,35,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,71,?,41,?,?,?,?,?,?,?,?,70,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,63
"Major League Baseball 2K7","PS3",75,?,?,?,?,?,?,?,?,?,?,?,?,?,?,58,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,72,?,?,?,?,?,?,?,?,60,?,75,?,85,?,?,?,?,?,?,?,?,?,?,?,74,70,?,?,73,?,?,?,?,?,?,?,?,?,?,77,?,?,?,?,?,?,?,?,?,90,?,75,?,?,?,?,?,?,?,?,?,?,?,?,?,?,74,?,?,?,?,?,?,?,?,?,?,?,77,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,71,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,83,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,74
"Heavy Rain","PS3",91,90,?,91,87,90,?,?,90,95,?,?,100,?,?,92,?,80,?,98,90,100,90,?,90,80,?,?,?,94,?,?,?,?,?,90,?,90,90,90,?,97,94,?,?,?,93,95,94,?,75,?,?,?,94,?,?,100,75,85,90,?,89,90,?,?,85,?,80,88,80,90,90,?,95,?,90,?,?,100,91,?,?,90,?,80,91,?,?,100,87,97,91,92,80,?,?,85,71,?,?,90,88,?,90,99,?,95,?,?,?,?,90,100,90,?,?,80,?,89,?,?,80,?,94,90,?,90,?,?,?,?,?,?,85,?,90,93,?,88,?,95,?,?,93,?,94,90,90,80,90,90,100,?,?,?,?,?,90,?,90,?,90,82,?,80,91,?,80,?,?,?,90,?,100,90,?,?,93,?,?,90,?,?,80,95,90,92,?,?,90,?,90,?,87
"Juiced 2: Hot Import Nights","PS3",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,62,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,83,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,68,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,80,?,?,?,?,70,?,78,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,71
