% Using data from: data/X360.json
@relation "mc_scores"

@attribute "mc_title" string
@attribute "platform" string
@attribute "1UP" real
@attribute "360_Gamer_Magazine_UK" real
@attribute "3DAvenue" real
@attribute "3DJuegos" real
@attribute "4Players.de" real
@attribute "9Lives" real
@attribute "Absolute_Games" real
@attribute "AceGamez" real
@attribute "ActionTrip" real
@attribute "Adrenaline_Vault" real
@attribute "Adventure_Gamers" real
@attribute "Armchair_Empire" real
@attribute "AtomicGamer" real
@attribute "AusGamers" real
@attribute "BigPond_GameArena" real
@attribute "Bit-Gamer" real
@attribute "BonusStage" real
@attribute "Boomtown" real
@attribute "CD-Action" real
@attribute "Canadian_Online_Gamers" real
@attribute "Cheat_Code_Central" real
@attribute "Cincinnati_Enquirer" real
@attribute "Computer_Games_Magazine" real
@attribute "Computer_Games_Online_RO" real
@attribute "Computer_and_Video_Games" real
@attribute "Console_Gameworld" real
@attribute "Console_Monster" real
@attribute "Cynamite" real
@attribute "D+PAD_Magazine" real
@attribute "Da_Gameboyz" real
@attribute "DailyGame" real
@attribute "DarkStation" real
@attribute "DarkZero" real
@attribute "Deeko" real
@attribute "Destructoid" real
@attribute "Detroit_Free_Press" real
@attribute "Digital_Chumps" real
@attribute "Digital_Entertainment_News" real
@attribute "Digital_Spy" real
@attribute "EGM" real
@attribute "Edge_Magazine" real
@attribute "Electric_Playground" real
@attribute "Electronic_Gaming_Monthly" real
@attribute "Entertainment_Weekly" real
@attribute "Eurogamer" real
@attribute "Eurogamer_Germany" real
@attribute "Eurogamer_Italy" real
@attribute "Eurogamer_Portugal" real
@attribute "Eurogamer_Spain" real
@attribute "Eurogamer_Sweden" real
@attribute "Everyeye.it" real
@attribute "Extreme_Gamer" real
@attribute "Firing_Squad" real
@attribute "Four_Fat_Chicks" real
@attribute "G4_TV" real
@attribute "GRYOnline.pl" real
@attribute "Game_Almighty" real
@attribute "Game_Chronicles" real
@attribute "Game_Informer" real
@attribute "Game_Over_Online" real
@attribute "Game_Positive" real
@attribute "Game_Power_Australia" real
@attribute "Game_Revolution" real
@attribute "GameBiz" real
@attribute "GameBrink" real
@attribute "GameCritics" real
@attribute "GameDaily" real
@attribute "GameFocus" real
@attribute "GameFront" real
@attribute "GameOver.gr" real
@attribute "GamePro" real
@attribute "GameShark" real
@attribute "GameSpot" real
@attribute "GameSpy" real
@attribute "GameTap" real
@attribute "GameTrailers" real
@attribute "GameZone" real
@attribute "Gameblog.fr" real
@attribute "Gamekult" real
@attribute "Gamenikki" real
@attribute "Gameplanet" real
@attribute "Gameplayer" real
@attribute "Gameplayer_Sweden" real
@attribute "Gamer_2.0" real
@attribute "Gamer_Limit" real
@attribute "Gamer's_Hell" real
@attribute "Gamer.nl" real
@attribute "Gamer.no" real
@attribute "GamerFeed" real
@attribute "GamerNode" real
@attribute "Gamereactor_Denmark" real
@attribute "Gamereactor_Sweden" real
@attribute "Gamers_Europe" real
@attribute "Gamers'_Temple" real
@attribute "Gamers.at" real
@attribute "Gamervision" real
@attribute "Games_Master_UK" real
@attribute "Games_Radar" real
@attribute "Games.cz" real
@attribute "GamesBeat" real
@attribute "GamesNation" real
@attribute "GamesRadar" real
@attribute "Gamestyle" real
@attribute "Gamezilla!" real
@attribute "Gaming_Age" real
@attribute "Gaming_Horizon" real
@attribute "Gaming_Illustrated" real
@attribute "Gaming_Nexus" real
@attribute "Gaming_Target" real
@attribute "GamingExcellence" real
@attribute "GamingTrend" real
@attribute "GamingXP" real
@attribute "Giant_Bomb" real
@attribute "GotNext" real
@attribute "Guardian" real
@attribute "Hardcore_Gamer_Magazine" real
@attribute "HellBored" real
@attribute "Hyper_Magazine" real
@attribute "IC-Games" real
@attribute "IGN" real
@attribute "IGN_AU" real
@attribute "IGN_Italia" real
@attribute "IGN_UK" real
@attribute "Impulsegamer" real
@attribute "IncGamers" real
@attribute "InsideGamer.nl" real
@attribute "Into_Liquid_Sky" real
@attribute "JeuxActu" real
@attribute "Jolt_Online_Gaming_UK" real
@attribute "Joystiq" real
@attribute "Just_Adventure" real
@attribute "Just_RPG" real
@attribute "Kikizo" real
@attribute "Kombo" real
@attribute "LEVEL_(Czech_Republic)" real
@attribute "Lazygamer" real
@attribute "Level7.nu" real
@attribute "LevelUp" real
@attribute "MEGamers" real
@attribute "MS_Xbox_World" real
@attribute "Machinima" real
@attribute "Maxi_Consolas_(Portugal)" real
@attribute "Maxim_Online" real
@attribute "Meristation" real
@attribute "Metro_GameCentral" real
@attribute "MondoXbox" real
@attribute "Multiplayer.it" real
@attribute "My_Gamer" real
@attribute "NTSC-uk" real
@attribute "NZGamer" real
@attribute "Next_Level_Gaming" real
@attribute "NowGamer" real
@attribute "Official_Xbox_Magazine" real
@attribute "Official_Xbox_Magazine_UK" real
@attribute "Operation_Sports" real
@attribute "PALGN" real
@attribute "PGNx_Media" real
@attribute "PTGamers" real
@attribute "Pelit_(Finland)" real
@attribute "Planet_Xbox_360" real
@attribute "Play_Magazine" real
@attribute "Play.tm" real
@attribute "Polygon" real
@attribute "Post_Arcade_(National_Post)" real
@attribute "Quarter_to_Three" real
@attribute "RPG_Fan" real
@attribute "RPGamer" real
@attribute "RealGamer" real
@attribute "RewiredMind" real
@attribute "SpazioGames" real
@attribute "Strategy_Informer" real
@attribute "Stuff" real
@attribute "Sydney_Morning_Herald" real
@attribute "Talk_Xbox" real
@attribute "TeamXbox" real
@attribute "Telegraph" real
@attribute "Ten_Ton_Hammer" real
@attribute "The_A.V._Club" real
@attribute "The_Digital_Fix" real
@attribute "The_Escapist" real
@attribute "The_Globe_and_Mail_(Toronto)" real
@attribute "The_New_York_Times" real
@attribute "Thunderbolt" real
@attribute "Times_Online" real
@attribute "Toronto_Sun" real
@attribute "Total_Video_Games" real
@attribute "Totally360" real
@attribute "UGO" real
@attribute "VGPub" real
@attribute "Vandal_Online" real
@attribute "Variety" real
@attribute "Video_Game_Talk" real
@attribute "VideoGamer" real
@attribute "Videogameszone.de" real
@attribute "WHAM!_Gaming" real
@attribute "Wired" real
@attribute "WonderwallWeb" real
@attribute "Worth_Playing" real
@attribute "X360_Magazine_UK" real
@attribute "XGN" real
@attribute "XGP_Gaming" real
@attribute "Xbox_Evolved" real
@attribute "Xbox_Solution" real
@attribute "Xbox_World_360_Magazine_UK" real
@attribute "Xbox_World_Australia" real
@attribute "Xbox360Achievements" real
@attribute "XboxAddict" real
@attribute "Xboxic" real
@attribute "Xequted" real
@attribute "Yahoo!_Games" real
@attribute "ZTGD" real
@attribute "eToychest" real
@attribute "games(TM)" real
@attribute "netjak" real
@attribute "mc_score" real

@data
"Ace Combat Assault Horizon","X360",33,?,?,81,?,?,?,?,?,?,?,85,?,?,70,?,?,?,?,?,78,?,?,?,87,?,?,?,80,?,?,?,?,?,75,?,?,?,60,?,80,?,?,?,80,?,80,70,80,70,?,72,?,?,?,?,?,91,83,86,?,?,75,?,?,65,?,75,?,80,80,83,55,?,?,82,?,80,?,?,?,?,?,?,?,?,80,?,?,60,?,?,?,78,?,?,87,?,60,?,?,90,?,?,91,?,?,83,?,?,87,79,?,?,?,?,?,?,?,75,?,?,?,79,80,?,?,?,?,90,?,?,?,?,60,?,70,?,?,?,90,?,?,80,70,87,83,?,?,83,?,?,80,60,?,80,?,?,87,84,?,?,?,?,?,?,?,?,?,80,75,?,?,?,80,70,?,?,?,70,?,?,?,?,?,?,80,?,?,87,?,?,80,?,?,?,?,85,70,80,?,?,?,79,?,82,92,?,?,?,80,?,80,?,78
"Cabela's North American Adventures","X360",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,54,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,61,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,25,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,65,?,?,?,51
"BioShock Infinite","X360",?,?,?,?,?,?,?,?,?,?,?,?,?,?,100,?,?,?,?,?,100,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,100,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,100,?,?,?,?,?,?,?,?,?,?,?,?,?,90,?,?,?,?,?,?,?,?,?,?,?,90,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,94,?,95,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,93,?,?,?,?,?,?,95,90,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,88,90,?,?,?,?,?,?,100,?,?,?,?,?,?,?,?,93
"Tropico 4","X360",?,?,?,?,?,?,?,?,?,?,?,85,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,78,?,?,?,?,?,?,?,?,?,?,70,?,75,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,72,?,?,?,?,?,?,?,83,?,?,91,?,?,?,82,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,85,?,?,?,?,?,?,80,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,69,?,82,80,?,?,?,87,?,?,?,77
"Catherine","X360",100,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,92,?,?,?,?,?,95,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,90,?,?,?,90,?,85,?,?,?,?,?,?,83,70,?,?,?,91,?,?,?,?,?,?,?,80,83,85,?,?,?,?,?,?,?,90,?,?,?,90,?,65,?,?,80,90,80,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,?,95,?,?,40,?,60,?,?,?,?,90,?,?,?,?,90,?,?,?,?,90,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,85,?,?,?,75,?,?,80,?,?,?,?,?,?,76,?,?,?,?,?,?,?,?,?,87,?,?,?,?,?,80,?,?,?,90,?,?,80,?,?,?,?,?,?,?,?,80,?,?,?,?,?,90,70,?,?,?,?,70,?,?,?,?,?,?,88,?,?,?,82
"Virtua Tennis 4","X360",?,?,?,75,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,48,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,80,?,?,70,?,?,?,?,?,80,?,74,?,?,67,?,?,50,?,?,?,?,?,75,55,?,?,75,?,60,50,?,?,?,?,?,?,?,70,?,?,?,?,50,?,?,?,?,?,?,?,?,?,50,?,?,75,?,?,75,?,?,?,73,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,75,?,?,?,?,?,60,?,?,?,?,?,?,75,90,?,?,?,?,?,82,?,?,?,?,?,?,?,?,?,?,75,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,71,?,?,?,?,?,?,?,65,80,80,?,?,?,63,75,67,84,?,?,?,?,?,60,?,70
"Fighters Uncaged","X360",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,44,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,30,?,?,?,20,?,30,?,?,?,?,?,?,?,?,?,?,?,45,?,?,?,25,?,?,?,?,?,?,?,?,?,20,?,?,44,25,20,20,?,?,?,?,?,?,?,10,?,?,?,40,?,?,?,?,?,42,?,?,?,?,20,?,?,42,?,?,?,?,?,?,?,?,?,?,?,?,?,?,30,?,?,?,45,?,?,?,?,?,?,?,?,?,?,?,?,30,?,30,40,?,?,?,?,10,75,?,?,?,30,?,?,60,60,?,35,?,?,?,19,?,?,?,?,?,?,?,?,?,30,15,?,?,?,?,10,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,20,?,?,?,?,55,30,50,?,?,?,18,?,20,?,?,?,?,?,?,?,?,32
"Megamind: Ultimate Showdown","X360",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,30,?,?,?,?,?,30,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,57,60,?,?,?,?,?,?,?,?,?,?,?,?,30,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,20,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,18,?,?,?,?,?,?,?,?,?,?,33
"Get Fit With Mel B","X360",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,55,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,57
"Cabela's Dangerous Hunts 2011","X360",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,76,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,62,68,?,?,?,?,?,30,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,55
"Earth Defense Force: Insect Armageddon","X360",?,?,?,?,?,?,?,?,?,?,?,65,?,?,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,70,?,60,?,60,?,?,?,80,?,60,?,?,?,?,?,?,?,?,?,?,81,80,?,?,?,75,?,?,?,?,?,?,?,60,75,70,?,?,55,?,?,?,?,?,?,?,?,?,50,50,?,?,40,?,?,?,?,?,?,81,?,?,?,?,80,?,?,?,?,?,75,?,?,?,?,40,?,?,?,?,?,?,75,?,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,85,?,?,60,?,65,70,?,?,?,?,?,65,80,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,75,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,80,70,70,?,?,?,58,?,68,?,?,?,?,70,?,70,?,68
"Top Spin 4","X360",?,?,?,86,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,76,?,?,?,?,?,85,?,?,?,?,90,?,?,?,?,?,?,?,?,?,?,?,?,80,?,90,?,90,?,85,?,?,?,?,?,?,82,85,83,?,?,?,?,?,?,?,?,?,85,?,?,90,?,?,?,?,100,80,?,80,?,?,?,?,?,80,?,?,?,80,80,?,96,?,?,79,?,?,?,?,90,80,?,91,?,?,91,?,?,?,88,?,?,?,?,?,?,?,85,?,?,?,?,91,?,?,?,?,?,?,?,?,?,80,?,?,?,?,85,90,?,?,85,80,85,90,84,?,?,?,?,85,80,?,85,?,?,?,79,?,?,?,?,?,?,?,?,?,87,85,?,?,?,80,?,?,?,?,?,?,?,?,?,?,80,?,?,?,92,?,?,80,88,?,?,?,85,80,75,?,?,?,82,90,84,?,?,?,?,?,?,70,?,84
"Body and Brain Connection","X360",?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,68,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,40,?,?,?,?,?,?,?,60,50,?,?,?,33,?,?,?,?,59,?,60,70,?,60,?,?,?,?,60,60,?,?,?,?,?,?,?,?,?,?,60,?,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,?,?,?,65,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,55,?,?,?,65,?,68,?,?,?,60,?,?,40,60,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,68,50,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,60,?,?,?,?,?,60,?,?,?,?,65,70,?,?,?,?,45,?,55,?,?,?,?,?,?,40,?,57
"Blood Drive","X360",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,30,?,40,?,?,?,?,?,?,?,?,?,?,?,?,50,?,?,?,45,?,?,?,?,?,?,45,?,?,?,?,?,?,?,?,44,?,?,?,25,?,?,?,?,35,?,?,?,?,?,?,?,?,?,?,30,?,?,50,40,?,?,?,?,?,?,?,?,?,30,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,55,?,?,?,?,?,?,?,?,?,30,?,?,?,?,?,?,?,?,30,?,?,?,?,?,?,?,?,?,?,?,?,?,60,30,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,30,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,55,?,?,?,45,?,?,?,?,?,?,?,?,?,?,40
"The Biggest Loser: Ultimate Workout","X360",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,55,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,75,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,85,?,?,?,?,?,?,?,?,?,?,?,?,60,70,?,65,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,70,?,?,?,?,40,?,?,?,?,?,?,?,?,?,?,68
"Game Party: In Motion","X360",?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,65,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,37,?,?,?,?,?,?,?,?,?,?,?,?,?,30,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,35,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,30,?,?,?,20,?,?,?,?,?,?,?,?,?,?,33
"MX vs. ATV Alive","X360",?,?,?,70,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,66,?,?,?,?,?,?,?,?,80,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,?,?,?,?,?,?,?,70,80,?,?,25,?,?,?,?,80,?,70,80,?,65,?,?,70,?,?,40,?,?,?,?,?,?,?,60,?,?,40,?,50,?,76,?,?,62,?,?,?,?,70,70,?,58,?,?,83,?,70,69,?,?,?,?,?,?,?,?,65,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,65,65,?,?,65,?,50,?,?,?,?,?,?,50,40,?,?,?,?,?,77,?,?,?,?,?,?,?,?,?,50,50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,75,?,70,?,?,?,?,?,70,40,70,?,?,?,71,?,65,76,?,?,?,65,?,?,?,63
"Shadows of the Damned","X360",58,?,?,79,?,?,?,?,?,?,?,70,80,79,?,50,?,?,?,?,90,?,?,?,81,?,?,?,?,82,50,?,90,?,85,?,?,?,60,?,50,?,?,?,70,?,?,90,?,?,70,85,?,?,?,?,?,88,93,82,?,?,83,?,?,75,?,82,?,80,80,50,85,80,?,?,?,?,60,?,?,?,?,?,80,90,70,60,?,80,80,70,?,?,?,?,90,?,50,?,?,90,?,?,?,?,?,58,?,79,?,91,80,?,80,?,?,?,?,70,?,?,?,?,85,?,?,?,?,80,?,?,?,?,70,?,?,?,?,?,80,?,?,80,70,80,75,?,?,81,?,?,80,70,?,?,?,?,75,80,?,?,?,?,?,?,?,?,?,80,93,?,?,?,?,70,?,91,?,60,?,?,90,?,?,70,?,?,?,81,?,?,70,?,?,?,?,80,70,70,?,?,?,72,78,70,81,?,?,?,93,?,?,?,76
"DmC: Devil May Cry","X360",?,?,?,86,85,?,?,?,90,?,?,85,?,?,?,?,?,?,90,90,?,?,?,?,90,?,89,?,?,?,?,100,?,?,90,?,?,?,?,95,80,?,?,?,80,?,90,80,?,?,85,?,?,?,?,80,?,?,90,?,?,?,80,?,?,90,?,85,?,?,?,?,80,?,?,85,?,?,?,?,85,?,?,?,75,?,?,?,?,?,?,70,?,85,?,?,89,?,90,85,?,80,?,?,?,?,?,95,?,?,?,?,100,?,80,90,?,?,?,89,?,?,?,95,?,?,?,85,?,90,?,?,?,?,?,85,?,?,?,?,90,?,?,86,80,87,88,?,?,?,?,?,90,90,?,?,?,?,84,?,?,?,80,?,80,?,?,?,?,85,80,?,?,?,?,100,?,?,80,70,?,?,80,?,80,?,?,?,?,85,?,?,80,?,?,?,?,70,90,?,?,?,?,?,88,90,?,?,?,?,90,?,90,?,86
"Ninja Gaiden 3","X360",?,?,?,?,50,?,?,?,31,?,?,?,?,?,?,?,?,?,60,?,66,?,?,?,?,?,?,?,?,?,?,?,?,?,50,?,?,?,?,55,?,?,?,?,?,?,60,50,60,40,?,?,?,?,?,?,?,61,60,60,?,?,?,?,?,?,?,?,?,?,?,?,55,?,?,77,?,60,?,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,?,78,?,?,?,?,30,?,?,?,?,?,?,?,?,?,62,40,?,?,?,?,?,?,30,?,?,?,?,?,?,?,?,?,50,?,?,?,?,?,?,?,?,?,?,?,?,?,70,?,57,?,?,?,?,?,?,80,80,?,?,?,?,?,80,?,?,50,?,?,?,?,?,?,65,?,?,?,?,?,?,?,16,?,?,?,?,50,?,?,?,65,?,?,65,?,?,?,85,?,?,?,50,60,?,?,?,?,?,?,?,79,?,?,?,58,?,?,?,58
"Asura's Wrath","X360",?,?,?,?,72,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,50,?,?,?,?,?,?,?,?,?,75,50,?,?,50,?,86,?,?,?,?,?,?,?,80,?,60,70,70,?,?,?,?,?,80,?,?,62,85,66,?,?,?,?,?,30,?,76,?,70,?,?,55,?,?,63,?,?,?,?,?,?,?,?,?,?,70,?,?,?,?,?,?,78,?,?,68,?,70,35,?,70,?,?,83,?,?,67,?,?,75,?,80,?,?,?,?,?,?,75,?,?,?,?,?,?,?,?,?,90,?,?,?,?,60,?,?,?,?,?,80,?,?,70,70,77,?,?,?,?,?,?,70,70,?,?,?,?,?,60,?,?,?,?,?,?,?,?,?,?,70,?,?,?,85,?,?,?,?,60,?,?,?,?,?,?,85,75,?,77,?,?,80,?,?,?,?,78,70,?,?,?,?,?,78,75,73,?,?,?,65,?,70,?,71
"Steel Battalion: Heavy Armor","X360",?,?,?,48,42,?,?,?,?,?,?,?,?,40,?,?,?,?,?,?,30,?,?,?,?,?,45,?,20,?,30,?,?,?,30,?,65,?,60,45,60,?,?,?,50,70,?,50,?,30,?,?,?,?,10,?,?,?,30,?,?,?,20,?,?,60,?,30,?,40,?,?,35,?,?,44,?,20,?,?,?,?,?,?,?,?,10,50,?,?,?,30,?,?,?,?,6,?,?,?,?,?,?,?,?,?,?,70,?,?,34,54,20,?,?,?,?,20,?,30,?,?,?,40,60,?,?,40,?,40,?,?,?,?,30,?,?,?,?,?,60,?,?,30,?,59,60,?,?,?,?,?,75,70,?,?,?,?,?,60,?,?,10,?,?,?,?,?,?,60,30,?,?,?,?,?,?,?,?,30,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,40,10,?,?,?,?,?,51,10,?,?,?,20,?,30,?,38
"Dark Souls","X360",100,?,?,92,?,?,?,?,90,?,?,90,70,?,90,?,?,?,?,?,84,?,?,?,?,?,100,?,?,78,?,90,100,?,?,?,?,?,80,?,?,?,?,?,?,?,90,?,80,100,87,80,?,?,?,95,?,90,88,90,?,?,91,?,?,?,?,90,?,95,100,100,95,?,?,?,?,90,80,?,?,?,?,?,85,?,?,?,?,80,?,70,?,98,?,?,?,?,100,?,?,90,?,?,91,?,?,100,?,?,92,88,?,?,80,?,?,?,?,90,?,?,?,91,?,?,?,?,?,?,?,?,?,?,80,?,90,?,?,?,?,?,?,90,?,92,90,?,?,89,?,?,85,90,?,?,?,?,?,88,?,?,?,?,?,90,?,?,?,91,80,?,?,?,?,100,?,91,?,?,?,?,90,?,?,?,?,?,?,93,?,?,80,?,?,?,?,95,90,90,?,?,?,96,?,90,92,?,?,?,94,?,?,?,89
